#chrom	chromStart	chromEnd	name	gieStain
chr9	2181987	2182451	chr9:2182086:2182351:142379641	gpos100
chr9	2185960	2186398	chr9:2186059:2186298:142379642	gpos100
chr9	2191132	2191605	chr9:2191231:2191505:142379643	gpos100
chr9	2537560	2538034	chr9:2537659:2537934:142379646	gpos100
chr9	4185307	4185754	chr9:4185406:4185654:142379676	gpos100
chr9	5054425	5054760	chr9:5054524:5054787:142379687	gpos100
chr9	5054761	5055091	chr9:5054732:5054991:142379688	gpos100
chr9	5069773	5070232	chr9:5069872:5070132:142379689	gpos100
chr9	5072350	5072802	chr9:5072449:5072702:142379690	gpos100
chr9	5078170	5078594	chr9:5078269:5078494:142379691	gpos100
chr9	5089540	5089859	chr9:5089639:5089886:142379692	gpos100
chr9	5089860	5090188	chr9:5089831:5090088:142379693	gpos100
chr9	5126540	5127014	chr9:5126639:5126914:142379694	gpos100
chr9	5347568	5347994	chr9:5347667:5347894:142379699	gpos100
chr9	5968355	5968827	chr9:5968454:5968727:142379701	gpos100
chr9	6253570	6254026	chr9:6253669:6253926:142379704	gpos100
chr9	7711491	7711949	chr9:7711590:7711849:142380078	gpos100
chr9	8517967	8518395	chr9:8518066:8518295:142380085	gpos100
chr9	9225783	9226207	chr9:9225882:9226107:142380090	gpos100
chr9	10928420	10928848	chr9:10928519:10928748:142380110	gpos100
chr9	13269608	13270056	chr9:13269707:13269956:142380189	gpos100
chr9	14534568	14535008	chr9:14534667:14534908:142380211	gpos100
chr9	15829880	15830354	chr9:15829979:15830254:142380427	gpos100
chr9	18009480	18009946	chr9:18009579:18009846:142380464	gpos100
chr9	18664266	18664738	chr9:18664365:18664638:142380472	gpos100
chr9	20283684	20284116	chr9:20283783:20284016:142380483	gpos100
chr9	20945071	20945501	chr9:20945170:20945401:142380487	gpos100
chr9	21206729	21207202	chr9:21206828:21207102:142380491	gpos100
chr9	21332773	21333057	chr9:21332872:21333098:142380496	gpos100
chr9	21333058	21333210	chr9:21333016:21333241:142380497	gpos100
chr9	21333211	21333360	chr9:21333178:21333404:142380498	gpos100
chr9	21333361	21333512	chr9:21333316:21333541:142380499	gpos100
chr9	21333513	21333666	chr9:21333482:21333708:142380500	gpos100
chr9	21333667	21333807	chr9:21333624:21333849:142380501	gpos100
chr9	21333808	21333961	chr9:21333764:21333989:142380502	gpos100
chr9	21333962	21334129	chr9:21333932:21334158:142380503	gpos100
chr9	21334130	21334295	chr9:21334100:21334325:142380504	gpos100
chr9	21334296	21334460	chr9:21334264:21334489:142380505	gpos100
chr9	21334461	21334658	chr9:21334430:21334685:142380506	gpos100
chr9	21334659	21334856	chr9:21334630:21334883:142380507	gpos100
chr9	21334857	21335203	chr9:21334828:21335103:142380508	gpos100
chr9	21837761	21838191	chr9:21837860:21838091:142380511	gpos100
chr9	21854494	21854832	chr9:21854593:21854859:142380512	gpos100
chr9	21854833	21855176	chr9:21854805:21855076:142380513	gpos100
chr9	21859166	21859608	chr9:21859265:21859508:142380514	gpos100
chr9	21968099	21968567	chr9:21968198:21968467:142380517	gpos100
chr9	21970767	21971084	chr9:21970866:21971110:142380518	gpos100
chr9	21971085	21971426	chr9:21971058:21971326:142380519	gpos100
chr9	21974533	21974976	chr9:21974632:21974876:142380520	gpos100
chr9	22005842	22006136	chr9:22005941:22006168:142380522	gpos100
chr9	22006137	22006438	chr9:22006103:22006338:142380523	gpos100
chr9	22008594	22008888	chr9:22008693:22008925:142380524	gpos100
chr9	22008889	22009185	chr9:22008851:22009085:142380525	gpos100
chr9	22796594	22797046	chr9:22796693:22796946:142380533	gpos100
chr9	24999568	24999992	chr9:24999667:24999892:142380561	gpos100
chr9	25774208	25774634	chr9:25774307:25774534:142380595	gpos100
chr9	27258084	27258536	chr9:27258183:27258436:142380790	gpos100
chr9	27983709	27984141	chr9:27983808:27984041:142380796	gpos100
chr9	29616299	29616739	chr9:29616398:29616639:142380884	gpos100
chr9	30952400	30952854	chr9:30952499:30952754:142381161	gpos100
chr9	32171712	32172158	chr9:32171811:32172058:142381173	gpos100
chr9	33517400	33517852	chr9:33517499:33517752:142381278	gpos100
chr9	77174883	77175335	chr9:77174982:77175235:142380679	gpos100
chr9	98209063	98209381	chr9:98209162:98209408:142380974	gpos100
chr9	98209382	98209565	chr9:98209354:98209592:142380975	gpos100
chr9	98209566	98209868	chr9:98209538:98209768:142380976	gpos100
chr9	98211217	98211518	chr9:98211316:98211544:142380977	gpos100
chr9	98211519	98211857	chr9:98211492:98211757:142380978	gpos100
chr9	98211897	98212181	chr9:98211996:98212221:142380979	gpos100
chr9	98212182	98212485	chr9:98212140:98212385:142380980	gpos100
chr9	98215630	98216102	chr9:98215729:98216002:142380981	gpos100
chr9	98218422	98218894	chr9:98218521:98218794:142380982	gpos100
chr9	98220161	98220485	chr9:98220260:98220512:142380983	gpos100
chr9	98220486	98220821	chr9:98220458:98220721:142380984	gpos100
chr9	98221748	98222206	chr9:98221847:98222106:142380985	gpos100
chr9	98224006	98224461	chr9:98224105:98224361:142380986	gpos100
chr9	98229266	98229604	chr9:98229365:98229631:142380987	gpos100
chr9	98229605	98229914	chr9:98229577:98229814:142380988	gpos100
chr9	98230901	98231229	chr9:98231000:98231257:142380989	gpos100
chr9	98231230	98231569	chr9:98231200:98231469:142380990	gpos100
chr9	98231965	98232439	chr9:98232064:98232339:142380991	gpos100
chr9	98238184	98238638	chr9:98238283:98238538:142380992	gpos100
chr9	98238907	98239375	chr9:98239006:98239275:142380993	gpos100
chr9	98239697	98240161	chr9:98239796:98240061:142380994	gpos100
chr9	98240207	98240667	chr9:98240306:98240567:142380995	gpos100
chr9	98241150	98241584	chr9:98241249:98241484:142380996	gpos100
chr9	98242121	98242553	chr9:98242220:98242473:142380997	gpos100
chr9	98242554	98242852	chr9:98242633:98242879:142380998	gpos100
chr9	98242853	98243170	chr9:98242825:98243070:142380999	gpos100
chr9	98244097	98244404	chr9:98244196:98244432:142381000	gpos100
chr9	98244405	98244717	chr9:98244376:98244617:142381001	gpos100
chr9	98247837	98248142	chr9:98247936:98248169:142381002	gpos100
chr9	98248143	98248471	chr9:98248114:98248371:142381003	gpos100
chr9	98268503	98268802	chr9:98268602:98268833:142381004	gpos100
chr9	98268803	98269143	chr9:98268770:98269043:142381005	gpos100
chr9	98270072	98270520	chr9:98270171:98270420:142381006	gpos100
chr9	115950576	115951038	chr9:115950675:115950938:142381436	gpos100
chr9	127910180	127910634	chr9:127910279:127910534:142381801	gpos100
chr9	127911942	127912367	chr9:127912041:127912267:142381802	gpos100
chr9	135771554	135771880	chr9:135771653:135771906:142382025	gpos100
chr9	135771881	135772212	chr9:135771853:135772112:142382026	gpos100
chr9	135772437	135772774	chr9:135772536:135772801:142382027	gpos100
chr9	135772775	135772954	chr9:135772746:135772981:142382028	gpos100
chr9	135772955	135773293	chr9:135772926:135773193:142382029	gpos100
chr9	135775972	135776410	chr9:135776071:135776310:142382030	gpos100
chr9	135776844	135777305	chr9:135776943:135777205:142382031	gpos100
chr9	135777858	135778169	chr9:135777957:135778196:142382032	gpos100
chr9	135778170	135778516	chr9:135778141:135778416:142382033	gpos100
chr9	135778906	135779366	chr9:135779005:135779266:142382034	gpos100
chr9	135779664	135780096	chr9:135779763:135779996:142382035	gpos100
chr9	135780836	135781134	chr9:135780935:135781161:142382036	gpos100
chr9	135781135	135781334	chr9:135781107:135781360:142382037	gpos100
chr9	135781335	135781658	chr9:135781307:135781558:142382038	gpos100
chr9	135781982	135782448	chr9:135782081:135782348:142382039	gpos100
chr9	135782556	135782980	chr9:135782655:135782880:142382040	gpos100
chr9	135785824	135786271	chr9:135785923:135786198:142382041	gpos100
chr9	135786272	135786665	chr9:135786344:135786571:142382042	gpos100
chr9	135786666	135786961	chr9:135786759:135786990:142382043	gpos100
chr9	135786962	135787304	chr9:135786931:135787204:142382044	gpos100
chr9	135787535	135787832	chr9:135787634:135787859:142382045	gpos100
chr9	135787833	135788145	chr9:135787804:135788045:142382046	gpos100
chr9	135796596	135797056	chr9:135796695:135796956:142382047	gpos100
chr9	135797072	135797508	chr9:135797171:135797408:142382048	gpos100
chr9	135798603	135799073	chr9:135798702:135798973:142382049	gpos100
chr9	135802452	135802926	chr9:135802551:135802826:142382050	gpos100
chr9	135804008	135804454	chr9:135804107:135804354:142382051	gpos100
chr9	135810292	135810738	chr9:135810391:135810638:142382052	gpos100
chr9	135819798	135820266	chr9:135819897:135820166:142382053	gpos100
chr9	137328219	137328675	chr9:137328318:137328575:142382058	gpos100
chr9	139390426	139390740	chr9:139390525:139390764:142382063	gpos100
chr9	139390741	139390923	chr9:139390715:139390949:142382064	gpos100
chr9	139390924	139391104	chr9:139390897:139391130:142382065	gpos100
chr9	139391105	139391283	chr9:139391077:139391310:142382066	gpos100
chr9	139391284	139391468	chr9:139391255:139391493:142382067	gpos100
chr9	139391469	139391663	chr9:139391443:139391689:142382068	gpos100
chr9	139391664	139391868	chr9:139391637:139391895:142382069	gpos100
chr9	139391869	139392202	chr9:139391841:139392102:142382070	gpos100
chr9	139394776	139395091	chr9:139394875:139395126:142382071	gpos100
chr9	139395092	139395263	chr9:139395055:139395301:142382072	gpos100
chr9	139395264	139395600	chr9:139395225:139395500:142382073	gpos100
chr9	139397502	139397967	chr9:139397601:139397867:142382074	gpos100
chr9	139398983	139399306	chr9:139399082:139399330:142382075	gpos100
chr9	139399307	139399486	chr9:139399282:139399512:142382076	gpos100
chr9	139399487	139399786	chr9:139399460:139399686:142382077	gpos100
chr9	139412068	139412386	chr9:139412167:139412412:142382078	gpos100
chr9	139412387	139412703	chr9:139412359:139412603:142382079	gpos100
chr9	139412895	139413232	chr9:139412994:139413258:142382080	gpos100
chr9	139413233	139413561	chr9:139413206:139413461:142382081	gpos100
chr10	0	135534747	chr1	gneg
chr10	329066	329366	chr10:329165:329393:142379535	gpos100
chr10	329367	329676	chr10:329339:329576:142379536	gpos100
chr10	26385162	26385636	chr10:26385261:26385536:142380782	gpos100
chr10	60011997	60012467	chr10:60012096:60012367:142380286	gpos100
chr10	89493103	89493551	chr10:89493202:89493451:142380729	gpos100
chr10	89514285	89514757	chr10:89514384:89514657:142380730	gpos100
chr10	89516413	89516863	chr10:89516512:89516763:142380731	gpos100
chr10	89535731	89536074	chr10:89535830:89536101:142380732	gpos100
chr10	89536075	89536414	chr10:89536046:89536314:142380733	gpos100
chr10	89543969	89544273	chr10:89544068:89544300:142380734	gpos100
chr10	89544274	89544575	chr10:89544246:89544475:142380735	gpos100
chr10	89549798	89550143	chr10:89549897:89550170:142380736	gpos100
chr10	89550144	89550440	chr10:89550115:89550340:142380737	gpos100
chr10	89552192	89552492	chr10:89552291:89552520:142380738	gpos100
chr10	89552493	89552802	chr10:89552463:89552702:142380739	gpos100
chr10	89574051	89574502	chr10:89574150:89574402:142380740	gpos100
chr10	89624089	89624539	chr10:89624188:89624439:142380741	gpos100
chr10	89653638	89654070	chr10:89653737:89653970:142380742	gpos100
chr10	89685132	89685572	chr10:89685231:89685472:142380743	gpos100
chr10	89690655	89691119	chr10:89690754:89691019:142380744	gpos100
chr10	89692538	89692851	chr10:89692637:89692878:142380745	gpos100
chr10	89692852	89693154	chr10:89692823:89693054:142380746	gpos100
chr10	89711669	89711980	chr10:89711768:89712007:142380747	gpos100
chr10	89711981	89712309	chr10:89711952:89712209:142380748	gpos100
chr10	89717468	89717773	chr10:89717567:89717801:142380749	gpos100
chr10	89717774	89718076	chr10:89717745:89717976:142380750	gpos100
chr10	89720443	89720762	chr10:89720542:89720789:142380751	gpos100
chr10	89720763	89721069	chr10:89720734:89720969:142380752	gpos100
chr10	89724900	89725366	chr10:89724999:89725266:142380753	gpos100
chr10	89800675	89801101	chr10:89800774:89801001:142380754	gpos100
chr10	89900761	89901205	chr10:89900860:89901105:142380755	gpos100
chr10	89987049	89987521	chr10:89987148:89987421:142380758	gpos100
chr10	90237262	90237734	chr10:90237361:90237634:142380760	gpos100
chr10	90279236	90279694	chr10:90279335:90279594:142380761	gpos100
chr10	91468788	91469230	chr10:91468887:91469130:142380770	gpos100
chr10	96162225	96162660	chr10:96162324:96162560:142380965	gpos100
chr10	115280932	115281402	chr10:115281031:115281302:142381429	gpos100
chr10	115406562	115407018	chr10:115406661:115406918:142381430	gpos100
chr10	123238966	123239296	chr10:123239065:123239322:142381754	gpos100
chr10	123239297	123239489	chr10:123239269:123239517:142381755	gpos100
chr10	123239490	123239788	chr10:123239461:123239688:142381756	gpos100
chr10	123243070	123243504	chr10:123243169:123243404:142381757	gpos100
chr10	123244775	123245241	chr10:123244874:123245141:142381758	gpos100
chr10	123246734	123247202	chr10:123246833:123247102:142381759	gpos100
chr10	123247373	123247803	chr10:123247472:123247703:142381760	gpos100
chr10	123255914	123256378	chr10:123256013:123256278:142381761	gpos100
chr10	123257875	123258313	chr10:123257974:123258213:142381762	gpos100
chr10	123260182	123260606	chr10:123260281:123260506:142381763	gpos100
chr10	123263170	123263617	chr10:123263269:123263517:142381764	gpos100
chr10	123274493	123274792	chr10:123274592:123274819:142381765	gpos100
chr10	123274793	123275095	chr10:123274764:123274995:142381766	gpos100
chr10	123276679	123277113	chr10:123276778:123277013:142381767	gpos100
chr10	123279355	123279686	chr10:123279454:123279712:142381768	gpos100
chr10	123279687	123279997	chr10:123279660:123279897:142381769	gpos100
chr10	123297968	123298396	chr10:123298067:123298296:142381770	gpos100
chr10	123310668	123311120	chr10:123310767:123311020:142381771	gpos100
chr10	123323878	123324334	chr10:123323977:123324234:142381772	gpos100
chr10	123324820	123325119	chr10:123324919:123325144:142381773	gpos100
chr10	123325120	123325430	chr10:123325093:123325330:142381774	gpos100
chr10	123353085	123353532	chr10:123353184:123353432:142381775	gpos100
chr11	0	135006516	chr1	gneg
chr11	533167	533474	chr11:533266:533499:142379537	gpos100
chr11	533475	533686	chr11:533448:533710:142379538	gpos100
chr11	533687	533893	chr11:533662:533920:142379539	gpos100
chr11	533894	534090	chr11:533866:534116:142379540	gpos100
chr11	534091	534303	chr11:534064:534329:142379541	gpos100
chr11	534304	534616	chr11:534276:534516:142379542	gpos100
chr11	9482555	9482994	chr11:9482654:9482894:142380096	gpos100
chr11	14316255	14316729	chr11:14316354:14316629:142380209	gpos100
chr11	18636786	18637260	chr11:18636885:18637160:142380471	gpos100
chr11	32410475	32410907	chr11:32410574:32410807:142381175	gpos100
chr11	32413390	32413850	chr11:32413489:32413750:142381176	gpos100
chr11	32414076	32414504	chr11:32414175:32414404:142381177	gpos100
chr11	32417671	32418119	chr11:32417770:32418019:142381178	gpos100
chr11	32421362	32421826	chr11:32421461:32421726:142381179	gpos100
chr11	32438987	32439425	chr11:32439086:32439325:142381180	gpos100
chr11	32449272	32449596	chr11:32449371:32449623:142381181	gpos100
chr11	32449597	32449898	chr11:32449569:32449844:142381182	gpos100
chr11	32449899	32450176	chr11:32449952:32450214:142381183	gpos100
chr11	32450177	32450507	chr11:32450138:32450407:142381184	gpos100
chr11	32456042	32456379	chr11:32456141:32456414:142381185	gpos100
chr11	32456380	32456559	chr11:32456343:32456590:142381186	gpos100
chr11	32456560	32456747	chr11:32456527:32456777:142381187	gpos100
chr11	32456748	32457085	chr11:32456717:32456985:142381188	gpos100
chr11	33128120	33128592	chr11:33128219:33128492:142381271	gpos100
chr11	33161873	33162305	chr11:33161972:33162205:142381272	gpos100
chr11	60468207	60468667	chr11:60468306:60468567:142380287	gpos100
chr11	69455950	69456424	chr11:69456049:69456324:142380613	gpos100
chr11	69457691	69457990	chr11:69457790:69458018:142380614	gpos100
chr11	69457991	69458336	chr11:69457962:69458236:142380615	gpos100
chr11	69458374	69458692	chr11:69458473:69458728:142380616	gpos100
chr11	69458693	69459009	chr11:69458655:69458909:142380617	gpos100
chr11	69462624	69463080	chr11:69462723:69462980:142380618	gpos100
chr11	69465654	69465969	chr11:69465753:69465995:142380619	gpos100
chr11	69465970	69466278	chr11:69465943:69466178:142380620	gpos100
chr11	69807034	69807470	chr11:69807133:69807370:142380621	gpos100
chr11	69813594	69814032	chr11:69813693:69813932:142380622	gpos100
chr11	69841604	69842032	chr11:69841703:69841932:142380623	gpos100
chr11	69910750	69911202	chr11:69910849:69911102:142380624	gpos100
chr11	69921187	69921633	chr11:69921286:69921533:142380625	gpos100
chr11	69976059	69976505	chr11:69976158:69976405:142380628	gpos100
chr11	69981602	69982054	chr11:69981701:69981954:142380629	gpos100
chr11	85597115	85597575	chr11:85597214:85597475:142380709	gpos100
chr11	99512177	99512611	chr11:99512276:99512511:142381046	gpos100
chr11	108098218	108098532	chr11:108098317:108098560:142381313	gpos100
chr11	108098533	108098854	chr11:108098503:108098754:142381314	gpos100
chr11	108115381	108115729	chr11:108115480:108115755:142381315	gpos100
chr11	108115730	108116051	chr11:108115702:108115951:142381316	gpos100
chr11	108121284	108121585	chr11:108121383:108121613:142381317	gpos100
chr11	108121586	108121764	chr11:108121557:108121791:142381318	gpos100
chr11	108121765	108122062	chr11:108121737:108121962:142381319	gpos100
chr11	108122430	108122727	chr11:108122529:108122754:142381320	gpos100
chr11	108122728	108123074	chr11:108122699:108122974:142381321	gpos100
chr11	108141828	108142131	chr11:108141927:108142158:142381322	gpos100
chr11	108142132	108142436	chr11:108142103:108142336:142381323	gpos100
chr11	108160179	108160615	chr11:108160278:108160515:142381324	gpos100
chr11	108186416	108186762	chr11:108186515:108186789:142381325	gpos100
chr11	108186763	108187105	chr11:108186735:108187005:142381326	gpos100
chr11	108199782	108200234	chr11:108199881:108200134:142381327	gpos100
chr11	108200805	108201146	chr11:108200904:108201173:142381328	gpos100
chr11	108201147	108201457	chr11:108201118:108201357:142381329	gpos100
chr11	108216254	108216569	chr11:108216353:108216596:142381330	gpos100
chr11	108216570	108216870	chr11:108216541:108216770:142381331	gpos100
chr11	108235918	108236230	chr11:108236017:108236257:142381332	gpos100
chr11	108236231	108236530	chr11:108236203:108236430:142381333	gpos100
chr11	118342143	118342440	chr11:118342242:118342468:142381671	gpos100
chr11	118342441	118342610	chr11:118342412:118342637:142381672	gpos100
chr11	118342611	118342790	chr11:118342582:118342818:142381673	gpos100
chr11	118342791	118342960	chr11:118342762:118342988:142381674	gpos100
chr11	118342961	118343132	chr11:118342932:118343160:142381675	gpos100
chr11	118343133	118343305	chr11:118343104:118343333:142381676	gpos100
chr11	118343306	118343473	chr11:118343276:118343502:142381677	gpos100
chr11	118343474	118343642	chr11:118343444:118343669:142381678	gpos100
chr11	118343643	118343812	chr11:118343614:118343840:142381679	gpos100
chr11	118343813	118343987	chr11:118343784:118344015:142381680	gpos100
chr11	118343988	118344156	chr11:118343958:118344183:142381681	gpos100
chr11	118344157	118344332	chr11:118344128:118344359:142381682	gpos100
chr11	118344333	118344520	chr11:118344304:118344547:142381683	gpos100
chr11	118344521	118344706	chr11:118344492:118344733:142381684	gpos100
chr11	118344707	118344876	chr11:118344678:118344903:142381685	gpos100
chr11	118344877	118345191	chr11:118344848:118345091:142381686	gpos100
chr11	118352395	118352731	chr11:118352494:118352758:142381687	gpos100
chr11	118352732	118353035	chr11:118352704:118352935:142381688	gpos100
chr11	118359193	118359661	chr11:118359292:118359561:142381689	gpos100
chr11	118372929	118373227	chr11:118373028:118373253:142381690	gpos100
chr11	118373228	118373396	chr11:118373200:118373426:142381691	gpos100
chr11	118373397	118373551	chr11:118373366:118373591:142381692	gpos100
chr11	118373552	118373706	chr11:118373510:118373735:142381693	gpos100
chr11	118373707	118373872	chr11:118373676:118373902:142381694	gpos100
chr11	118373873	118374037	chr11:118373842:118374067:142381695	gpos100
chr11	118374038	118374203	chr11:118374006:118374231:142381696	gpos100
chr11	118374204	118374369	chr11:118374174:118374399:142381697	gpos100
chr11	118374370	118374535	chr11:118374338:118374563:142381698	gpos100
chr11	118374536	118374688	chr11:118374506:118374731:142381699	gpos100
chr11	118374689	118374827	chr11:118374644:118374869:142381700	gpos100
chr11	118374828	118374979	chr11:118374784:118375009:142381701	gpos100
chr11	118374980	118375130	chr11:118374948:118375173:142381702	gpos100
chr11	118375131	118375281	chr11:118375086:118375311:142381703	gpos100
chr11	118375282	118375434	chr11:118375250:118375476:142381704	gpos100
chr11	118375435	118375575	chr11:118375392:118375617:142381705	gpos100
chr11	118375576	118375714	chr11:118375532:118375757:142381706	gpos100
chr11	118375715	118375868	chr11:118375670:118375896:142381707	gpos100
chr11	118375869	118376037	chr11:118375840:118376066:142381708	gpos100
chr11	118376038	118376205	chr11:118376008:118376233:142381709	gpos100
chr11	118376206	118376374	chr11:118376176:118376402:142381710	gpos100
chr11	118376375	118376543	chr11:118376346:118376572:142381711	gpos100
chr11	118376544	118376714	chr11:118376514:118376741:142381712	gpos100
chr11	118376715	118376889	chr11:118376686:118376916:142381713	gpos100
chr11	118376890	118377082	chr11:118376862:118377109:142381714	gpos100
chr11	118377083	118377252	chr11:118377054:118377279:142381715	gpos100
chr11	118377253	118377577	chr11:118377224:118377477:142381716	gpos100
chr11	118392476	118392801	chr11:118392575:118392828:142381717	gpos100
chr11	118392802	118393140	chr11:118392773:118393040:142381718	gpos100
chr11	124115236	124115709	chr11:124115335:124115609:142381777	gpos100
chr11	125497366	125497691	chr11:125497465:125497719:142381783	gpos100
chr11	125497692	125497994	chr11:125497663:125497894:142381784	gpos100
chr11	125498973	125499280	chr11:125499072:125499307:142381785	gpos100
chr11	125499281	125499623	chr11:125499252:125499523:142381786	gpos100
chr11	125502912	125503223	chr11:125503011:125503250:142381787	gpos100
chr11	125503224	125503520	chr11:125503195:125503420:142381788	gpos100
chr11	125505096	125505443	chr11:125505195:125505470:142381789	gpos100
chr11	125505444	125505760	chr11:125505415:125505660:142381790	gpos100
chr11	125513551	125513871	chr11:125513650:125513905:142381791	gpos100
chr11	125513872	125514076	chr11:125513836:125514101:142381792	gpos100
chr11	125514077	125514423	chr11:125514050:125514323:142381793	gpos100
chr11	125523507	125523949	chr11:125523606:125523849:142381794	gpos100
chr11	125524962	125525408	chr11:125525061:125525308:142381795	gpos100
chr11	125545987	125546412	chr11:125546086:125546312:142381796	gpos100
chr12	0	133851895	chr1	gneg
chr12	2658989	2659432	chr12:2659088:2659332:142379650	gpos100
chr12	4383075	4383378	chr12:4383174:4383404:142379678	gpos100
chr12	4383379	4383687	chr12:4383352:4383587:142379679	gpos100
chr12	4385023	4385363	chr12:4385122:4385391:142379680	gpos100
chr12	4385364	4385686	chr12:4385334:4385586:142379681	gpos100
chr12	4387790	4388230	chr12:4387889:4388130:142379682	gpos100
chr12	4397874	4398306	chr12:4397973:4398206:142379683	gpos100
chr12	4408892	4409340	chr12:4408991:4409240:142379684	gpos100
chr12	6696961	6697385	chr12:6697060:6697285:142380061	gpos100
chr12	6701449	6701911	chr12:6701548:6701811:142380062	gpos100
chr12	12870643	12870964	chr12:12870742:12870991:142380182	gpos100
chr12	12870965	12871156	chr12:12870936:12871181:142380183	gpos100
chr12	12871157	12871491	chr12:12871130:12871391:142380184	gpos100
chr12	12871623	12872057	chr12:12871722:12871957:142380185	gpos100
chr12	12966995	12967464	chr12:12967094:12967364:142380186	gpos100
chr12	21662616	21663090	chr12:21662715:21662990:142380510	gpos100
chr12	23167334	23167764	chr12:23167433:23167664:142380539	gpos100
chr12	24518999	24519441	chr12:24519098:24519341:142380559	gpos100
chr12	25362586	25363012	chr12:25362685:25362912:142380565	gpos100
chr12	25368242	25368666	chr12:25368341:25368566:142380566	gpos100
chr12	25378412	25378884	chr12:25378511:25378784:142380567	gpos100
chr12	25379988	25380333	chr12:25380087:25380360:142380568	gpos100
chr12	25380334	25380680	chr12:25380305:25380580:142380569	gpos100
chr12	25398072	25398516	chr12:25398171:25398416:142380570	gpos100
chr12	25799848	25800296	chr12:25799947:25800196:142380596	gpos100
chr12	26784718	26785150	chr12:26784817:26785050:142380785	gpos100
chr12	28768392	28768828	chr12:28768491:28768728:142380803	gpos100
chr12	29829887	29830361	chr12:29829986:29830261:142380944	gpos100
chr12	30810305	30810730	chr12:30810404:30810630:142381158	gpos100
chr12	30887933	30888391	chr12:30888032:30888291:142381159	gpos100
chr12	32117047	32117486	chr12:32117146:32117386:142381172	gpos100
chr12	33410926	33411352	chr12:33411025:33411252:142381276	gpos100
chr12	49416241	49416572	chr12:49416340:49416599:142382293	gpos100
chr12	49416573	49416919	chr12:49416544:49416819:142382294	gpos100
chr12	49419831	49420137	chr12:49419930:49420163:142382295	gpos100
chr12	49420138	49420347	chr12:49420110:49420373:142382296	gpos100
chr12	49420348	49420543	chr12:49420320:49420570:142382297	gpos100
chr12	49420544	49420736	chr12:49420516:49420763:142382298	gpos100
chr12	49420737	49420934	chr12:49420708:49420962:142382299	gpos100
chr12	49420935	49421251	chr12:49420906:49421151:142382300	gpos100
chr12	49424734	49425038	chr12:49424833:49425067:142382301	gpos100
chr12	49425039	49425195	chr12:49425009:49425235:142382302	gpos100
chr12	49425196	49425338	chr12:49425155:49425380:142382303	gpos100
chr12	49425339	49425481	chr12:49425295:49425521:142382304	gpos100
chr12	49425482	49425629	chr12:49425441:49425667:142382305	gpos100
chr12	49425630	49425785	chr12:49425591:49425816:142382306	gpos100
chr12	49425786	49425935	chr12:49425753:49425978:142382307	gpos100
chr12	49425936	49426075	chr12:49425891:49426116:142382308	gpos100
chr12	49426076	49426226	chr12:49426033:49426258:142382309	gpos100
chr12	49426227	49426378	chr12:49426193:49426418:142382310	gpos100
chr12	49426379	49426535	chr12:49426337:49426563:142382311	gpos100
chr12	49426536	49426694	chr12:49426507:49426733:142382312	gpos100
chr12	49426695	49426839	chr12:49426655:49426880:142382313	gpos100
chr12	49426840	49426986	chr12:49426797:49427022:142382314	gpos100
chr12	49426987	49427149	chr12:49426949:49427174:142382315	gpos100
chr12	49427150	49427323	chr12:49427123:49427349:142382316	gpos100
chr12	49427324	49427517	chr12:49427297:49427541:142382317	gpos100
chr12	49427518	49427715	chr12:49427493:49427742:142382318	gpos100
chr12	49427716	49428017	chr12:49427687:49427917:142382319	gpos100
chr12	49430676	49430974	chr12:49430775:49431001:142382320	gpos100
chr12	49430975	49431151	chr12:49430947:49431176:142382321	gpos100
chr12	49431152	49431317	chr12:49431125:49431355:142382322	gpos100
chr12	49431318	49431480	chr12:49431279:49431507:142382323	gpos100
chr12	49431481	49431637	chr12:49431453:49431678:142382324	gpos100
chr12	49431638	49431790	chr12:49431595:49431820:142382325	gpos100
chr12	49431791	49431955	chr12:49431759:49431985:142382326	gpos100
chr12	49431956	49432119	chr12:49431925:49432151:142382327	gpos100
chr12	49432120	49432285	chr12:49432087:49432312:142382328	gpos100
chr12	49432286	49432456	chr12:49432257:49432483:142382329	gpos100
chr12	49432457	49432643	chr12:49432429:49432670:142382330	gpos100
chr12	49432644	49432984	chr12:49432615:49432884:142382331	gpos100
chr12	49433279	49433567	chr12:49433378:49433603:142382332	gpos100
chr12	49433568	49433728	chr12:49433530:49433755:142382333	gpos100
chr12	49433729	49433888	chr12:49433700:49433928:142382334	gpos100
chr12	49433889	49434045	chr12:49433848:49434073:142382335	gpos100
chr12	49434046	49434209	chr12:49434016:49434242:142382336	gpos100
chr12	49434210	49434362	chr12:49434176:49434401:142382337	gpos100
chr12	49434363	49434522	chr12:49434322:49434548:142382338	gpos100
chr12	49434523	49434693	chr12:49434496:49434722:142382339	gpos100
chr12	49434694	49434865	chr12:49434664:49434889:142382340	gpos100
chr12	49434866	49435074	chr12:49434840:49435100:142382341	gpos100
chr12	49435075	49435295	chr12:49435048:49435321:142382342	gpos100
chr12	49435296	49435600	chr12:49435268:49435500:142382343	gpos100
chr12	49443235	49443532	chr12:49443334:49443559:142382344	gpos100
chr12	49443533	49443704	chr12:49443504:49443729:142382345	gpos100
chr12	49443705	49443879	chr12:49443678:49443904:142382346	gpos100
chr12	49443880	49444052	chr12:49443854:49444080:142382347	gpos100
